r-baclofen	perturbagen_web_00002.tsv
dropropizine	perturbagen_web_02198.tsv
drospirenone	perturbagen_web_02199.tsv
drotaverine	perturbagen_web_02200.tsv
droxicam	perturbagen_web_02201.tsv
droxidopa	perturbagen_web_02202.tsv
dsm265	perturbagen_web_02205.tsv
dspc	perturbagen_web_02206.tsv
duloxetine	perturbagen_web_02209.tsv
dup-697	perturbagen_web_02210.tsv
dutasteride	perturbagen_web_02211.tsv
duvelisib	perturbagen_web_02212.tsv
dyclonine	perturbagen_web_02216.tsv
dydrogesterone	perturbagen_web_02217.tsv
dynasore	perturbagen_web_02218.tsv
dyphylline	perturbagen_web_02220.tsv
e-2001	perturbagen_web_02221.tsv
e-2012	perturbagen_web_02222.tsv
e-4031	perturbagen_web_02223.tsv
e-64	perturbagen_web_02224.tsv
e3330	perturbagen_web_02225.tsv
e7820	perturbagen_web_02228.tsv
eact	perturbagen_web_02229.tsv
eb-47	perturbagen_web_02230.tsv
ebastine	perturbagen_web_02231.tsv
ebpc	perturbagen_web_02232.tsv
ebrotidine	perturbagen_web_02233.tsv
ebselen	perturbagen_web_02234.tsv
ecabapide	perturbagen_web_02237.tsv
ecabet	perturbagen_web_02238.tsv
echinomycin	perturbagen_web_02240.tsv
econazole	perturbagen_web_02241.tsv
ectoine	perturbagen_web_02242.tsv
edaravone	perturbagen_web_02244.tsv
edelfosine	perturbagen_web_02246.tsv
edo-s101	perturbagen_web_02248.tsv
edoxaban	perturbagen_web_02250.tsv
edrophonium	perturbagen_web_02252.tsv
edtmp	perturbagen_web_02253.tsv
ef5	perturbagen_web_02255.tsv
efaproxiral	perturbagen_web_02256.tsv
efaroxan	perturbagen_web_02257.tsv
efatutazone	perturbagen_web_02258.tsv
efavirenz	perturbagen_web_02259.tsv
efinaconazole	perturbagen_web_02260.tsv
eflornithine	perturbagen_web_02262.tsv
efonidipine	perturbagen_web_02264.tsv
ehop-016	perturbagen_web_02268.tsv
ei1	perturbagen_web_02269.tsv
eipa	perturbagen_web_02270.tsv
elacridar	perturbagen_web_02273.tsv
elacytarabine	perturbagen_web_02275.tsv
elafibranor	perturbagen_web_02276.tsv
elagolix	perturbagen_web_02277.tsv
elbasvir	perturbagen_web_02278.tsv
eldecalcitol	perturbagen_web_02279.tsv
eleclazine	perturbagen_web_02280.tsv
elemene	perturbagen_web_02281.tsv
elesclomol	perturbagen_web_02282.tsv
eletriptan	perturbagen_web_02283.tsv
eliglustat	perturbagen_web_02284.tsv
elinogrel	perturbagen_web_02285.tsv
eliprodil	perturbagen_web_02286.tsv
eltanolone	perturbagen_web_02290.tsv
eltoprazine	perturbagen_web_02291.tsv
eltrombopag	perturbagen_web_02292.tsv
eluxadoline	perturbagen_web_02293.tsv
elvitegravir	perturbagen_web_02294.tsv
emamectin	perturbagen_web_02295.tsv
embelin	perturbagen_web_02296.tsv
emd-1214063	perturbagen_web_02297.tsv
emd-386088	perturbagen_web_02298.tsv
emd-53998	perturbagen_web_02299.tsv
emedastine	perturbagen_web_02302.tsv
emetine	perturbagen_web_02304.tsv
emiglitate	perturbagen_web_02305.tsv
emixustat	perturbagen_web_02306.tsv
emodepside	perturbagen_web_02307.tsv
emodin	perturbagen_web_02308.tsv
emorfazone	perturbagen_web_02309.tsv
emoxipin	perturbagen_web_02310.tsv
empagliflozin	perturbagen_web_02311.tsv
emricasan	perturbagen_web_02312.tsv
emtricitabine	perturbagen_web_02313.tsv
en460	perturbagen_web_02314.tsv
enalapril	perturbagen_web_02315.tsv
enalaprilat	perturbagen_web_02316.tsv
enasidenib	perturbagen_web_02317.tsv
enbucrilate	perturbagen_web_02318.tsv
enciprazine	perturbagen_web_02319.tsv
encorafenib	perturbagen_web_02320.tsv
endoxifen	perturbagen_web_02322.tsv
enflurane	perturbagen_web_02323.tsv
enilconazole	perturbagen_web_02324.tsv
eniluracil	perturbagen_web_02325.tsv
eniporide	perturbagen_web_02326.tsv
enmd-2076	perturbagen_web_02328.tsv
enoxacin	perturbagen_web_02330.tsv
enoximone	perturbagen_web_02331.tsv
enprofylline	perturbagen_web_02333.tsv
enrofloxacin	perturbagen_web_02334.tsv
entacapone	perturbagen_web_02335.tsv
entecavir	perturbagen_web_02337.tsv
entinostat	perturbagen_web_02338.tsv
entrectinib	perturbagen_web_02339.tsv
enzalutamide	perturbagen_web_02340.tsv
enzastaurin	perturbagen_web_02341.tsv
epalrestat	perturbagen_web_02344.tsv
eperezolid	perturbagen_web_02345.tsv
eperisone	perturbagen_web_02346.tsv
ephedrine	perturbagen_web_02348.tsv
epiandrosterone	perturbagen_web_02350.tsv
epinastine	perturbagen_web_02355.tsv
epinephrine	perturbagen_web_02356.tsv
epirizole	perturbagen_web_02357.tsv
epirubicin	perturbagen_web_02358.tsv
epitiostanol	perturbagen_web_02359.tsv
eplerenone	perturbagen_web_02360.tsv
epomediol	perturbagen_web_02361.tsv
epoprostenol	perturbagen_web_02362.tsv
epothilone-d	perturbagen_web_02365.tsv
eprinomectin	perturbagen_web_02368.tsv
epristeride	perturbagen_web_02369.tsv
eprodisate	perturbagen_web_02371.tsv
eprosartan	perturbagen_web_02372.tsv
eptifibatide	perturbagen_web_02373.tsv
epz-5676	perturbagen_web_02374.tsv
epz004777	perturbagen_web_02375.tsv
epz005687	perturbagen_web_02376.tsv
epz015666	perturbagen_web_02378.tsv
equilin	perturbagen_web_02380.tsv
equol	perturbagen_web_02381.tsv
erastin	perturbagen_web_02384.tsv
eravacycline	perturbagen_web_02385.tsv
erdafitinib	perturbagen_web_02388.tsv
erdosteine	perturbagen_web_02389.tsv
ergocalciferol	perturbagen_web_02390.tsv
ergonovine	perturbagen_web_02391.tsv
ergosterol	perturbagen_web_02392.tsv
ergotamine	perturbagen_web_02393.tsv
eribulin	perturbagen_web_02394.tsv
erlotinib	perturbagen_web_02396.tsv
ertapenem	perturbagen_web_02397.tsv
ertugliflozin	perturbagen_web_02399.tsv
erythritol	perturbagen_web_02400.tsv
erythromycin	perturbagen_web_02401.tsv
erythrosine	perturbagen_web_02404.tsv
esaprazole	perturbagen_web_02405.tsv
esaxerenone	perturbagen_web_02406.tsv
escin	perturbagen_web_02407.tsv
escitalopram	perturbagen_web_02408.tsv
esculin	perturbagen_web_02409.tsv
esmolol	perturbagen_web_02413.tsv
esomeprazole	perturbagen_web_02414.tsv
esonarimod	perturbagen_web_02415.tsv
estetrol	perturbagen_web_02416.tsv
estradiol	perturbagen_web_02417.tsv
estradiol-benzoate	perturbagen_web_02420.tsv
estradiol-valerate	perturbagen_web_02422.tsv
estramustine	perturbagen_web_02423.tsv
estramustine-phosphate	perturbagen_web_02424.tsv
estriol	perturbagen_web_02425.tsv
estrone	perturbagen_web_02426.tsv
estropipate	perturbagen_web_02427.tsv
etamsylate	perturbagen_web_02430.tsv
etanidazole	perturbagen_web_02431.tsv
etazolate	perturbagen_web_02432.tsv
eterobarb	perturbagen_web_02436.tsv
ethacizin	perturbagen_web_02437.tsv
ethambutol	perturbagen_web_02439.tsv
ethamivan	perturbagen_web_02440.tsv
ethaverine	perturbagen_web_02442.tsv
ethenzamide	perturbagen_web_02443.tsv
ethimizol	perturbagen_web_02444.tsv
ethinyl-estradiol	perturbagen_web_02445.tsv
ethionamide	perturbagen_web_02446.tsv
ethosuximide	perturbagen_web_02449.tsv
ethotoin	perturbagen_web_02450.tsv
ethoxyquin	perturbagen_web_02451.tsv
ethoxzolamide	perturbagen_web_02452.tsv
ethyl-pyruvate	perturbagen_web_02455.tsv
eticlopride	perturbagen_web_02461.tsv
etifoxine	perturbagen_web_02464.tsv
etilefrine	perturbagen_web_02465.tsv
etizolam	perturbagen_web_02467.tsv
etodolac	perturbagen_web_02468.tsv
etofenamate	perturbagen_web_02469.tsv
etofibrate	perturbagen_web_02470.tsv
etofylline	perturbagen_web_02471.tsv
etomidate	perturbagen_web_02473.tsv
etomoxir	perturbagen_web_02474.tsv
etonogestrel	perturbagen_web_02475.tsv
etoposide	perturbagen_web_02476.tsv
etoricoxib	perturbagen_web_02478.tsv
etravirine	perturbagen_web_02485.tsv
etretinate	perturbagen_web_02486.tsv
eucalyptol	perturbagen_web_02487.tsv
eugenol	perturbagen_web_02489.tsv
euk-134	perturbagen_web_02490.tsv
eupatilin	perturbagen_web_02491.tsv
evacetrapib	perturbagen_web_02492.tsv
evans-blue	perturbagen_web_02493.tsv
everolimus	perturbagen_web_02496.tsv
evobrutinib	perturbagen_web_02497.tsv
evocalcet	perturbagen_web_02498.tsv
evodiamine	perturbagen_web_02499.tsv
evp-6124	perturbagen_web_02500.tsv
evp4593	perturbagen_web_02501.tsv
ew-7197	perturbagen_web_02502.tsv
ex-527	perturbagen_web_02503.tsv
exemestane	perturbagen_web_02507.tsv
exenatide	perturbagen_web_02508.tsv
exifone	perturbagen_web_02510.tsv
exisulind	perturbagen_web_02511.tsv
exo-1	perturbagen_web_02512.tsv
ezetimibe	perturbagen_web_02515.tsv
ezutromid	perturbagen_web_02516.tsv
fadrozole	perturbagen_web_02520.tsv
fagomine	perturbagen_web_02521.tsv
falecalcitriol	perturbagen_web_02522.tsv
famciclovir	perturbagen_web_02523.tsv
famotidine	perturbagen_web_02524.tsv
famprofazone	perturbagen_web_02525.tsv
fananserin	perturbagen_web_02526.tsv
fantofarone	perturbagen_web_02528.tsv
faropenem	perturbagen_web_02531.tsv
fasudil	perturbagen_web_02534.tsv
favipiravir	perturbagen_web_02535.tsv
fdcyd	perturbagen_web_02537.tsv
febuxostat	perturbagen_web_02539.tsv
fedratinib	perturbagen_web_02540.tsv
felbamate	perturbagen_web_02541.tsv
felbinac	perturbagen_web_02542.tsv
felodipine	perturbagen_web_02544.tsv
felypressin	perturbagen_web_02545.tsv
fenbendazole	perturbagen_web_02547.tsv
fenbufen	perturbagen_web_02548.tsv
fendiline	perturbagen_web_02550.tsv
fenobam	perturbagen_web_02554.tsv
fenofibrate	perturbagen_web_02555.tsv
fenoldopam	perturbagen_web_02557.tsv
fenoprofen	perturbagen_web_02558.tsv
fenoterol	perturbagen_web_02559.tsv
fenoverine	perturbagen_web_02560.tsv
fenoxaprop-p-ethyl	perturbagen_web_02561.tsv
fenretinide	perturbagen_web_02562.tsv
fenspiride	perturbagen_web_02563.tsv
fenthion	perturbagen_web_02564.tsv
fentiazac	perturbagen_web_02565.tsv
fenticonazole	perturbagen_web_02566.tsv
ferroquine	perturbagen_web_02568.tsv
ferrostatin-1	perturbagen_web_02569.tsv
fesoterodine	perturbagen_web_02571.tsv
fevipiprant	perturbagen_web_02572.tsv
fexinidazole	perturbagen_web_02574.tsv
fexofenadine	perturbagen_web_02575.tsv
fg-2216	perturbagen_web_02577.tsv
fg-4592	perturbagen_web_02578.tsv
fg-7142	perturbagen_web_02579.tsv
fgin-1-27	perturbagen_web_02580.tsv
fh1	perturbagen_web_02583.tsv
fidarestat	perturbagen_web_02585.tsv
fidaxomicin	perturbagen_web_02586.tsv
filgotinib	perturbagen_web_02588.tsv
fimasartan	perturbagen_web_02589.tsv
finafloxacin	perturbagen_web_02590.tsv
finasteride	perturbagen_web_02591.tsv
fingolimod	perturbagen_web_02592.tsv
fipexide	perturbagen_web_02593.tsv
fipi	perturbagen_web_02594.tsv
fipronil	perturbagen_web_02595.tsv
firategrast	perturbagen_web_02596.tsv
firocoxib	perturbagen_web_02597.tsv
fisetin	perturbagen_web_02599.tsv
fisogatinib	perturbagen_web_02600.tsv
fit	perturbagen_web_02601.tsv
fk-33-824	perturbagen_web_02602.tsv
fk-409	perturbagen_web_02604.tsv
fk-866	perturbagen_web_02605.tsv
fk-888	perturbagen_web_02606.tsv
flavoxate	perturbagen_web_02609.tsv
flecainide	perturbagen_web_02610.tsv
fleroxacin	perturbagen_web_02611.tsv
fli-06	perturbagen_web_02612.tsv
flibanserin	perturbagen_web_02613.tsv
floctafenine	perturbagen_web_02615.tsv
florfenicol	perturbagen_web_02617.tsv
flosequinan	perturbagen_web_02619.tsv
floxuridine	perturbagen_web_02620.tsv
flubendazole	perturbagen_web_02622.tsv
flucloxacillin	perturbagen_web_02623.tsv
fluconazole	perturbagen_web_02624.tsv
flucytosine	perturbagen_web_02625.tsv
fludarabine	perturbagen_web_02626.tsv
flumatinib	perturbagen_web_02631.tsv
flumazenil	perturbagen_web_02632.tsv
flumecinol	perturbagen_web_02633.tsv
flumequine	perturbagen_web_02634.tsv
flumethasone	perturbagen_web_02635.tsv
flunarizine	perturbagen_web_02638.tsv
flunisolide	perturbagen_web_02639.tsv
fluocinonide	perturbagen_web_02642.tsv
fluorescein	perturbagen_web_02643.tsv
fluorometholone	perturbagen_web_02644.tsv
fluoxetine	perturbagen_web_02647.tsv
flupentixol	perturbagen_web_02648.tsv
fluphenazine	perturbagen_web_02649.tsv
flupirtine	perturbagen_web_02651.tsv
fluprazine	perturbagen_web_02652.tsv
fluralaner	perturbagen_web_02653.tsv
flurothyl	perturbagen_web_02659.tsv
fluroxene	perturbagen_web_02660.tsv
fluspirilene	perturbagen_web_02661.tsv
flutamide	perturbagen_web_02662.tsv
flutrimazole	perturbagen_web_02664.tsv
fluvastatin	perturbagen_web_02665.tsv
fluvoxamine	perturbagen_web_02666.tsv
folic-acid	perturbagen_web_02669.tsv
fomepizole	perturbagen_web_02670.tsv
fomocaine	perturbagen_web_02671.tsv
fondaparinux	perturbagen_web_02672.tsv
foretinib	perturbagen_web_02673.tsv
formestane	perturbagen_web_02674.tsv
formononetin	perturbagen_web_02675.tsv
formoterol	perturbagen_web_02676.tsv
forodesine	perturbagen_web_02677.tsv
forskolin	perturbagen_web_02679.tsv
fosamprenavir	perturbagen_web_02680.tsv
fosbretabulin	perturbagen_web_02682.tsv
foscarnet	perturbagen_web_02683.tsv
fosfestrol	perturbagen_web_02684.tsv
fosfomycin	perturbagen_web_02686.tsv
fosfosal	perturbagen_web_02687.tsv
fosinopril	perturbagen_web_02689.tsv
fosinoprilat	perturbagen_web_02690.tsv
fosphenytoin	perturbagen_web_02691.tsv
fostamatinib	perturbagen_web_02692.tsv
fostemsavir	perturbagen_web_02693.tsv
fotemustine	perturbagen_web_02694.tsv
foxy-5	perturbagen_web_02695.tsv
fpl-55712	perturbagen_web_02699.tsv
fpl-64176	perturbagen_web_02701.tsv
fps-zm1	perturbagen_web_02702.tsv
fr-139317	perturbagen_web_02704.tsv
frax486	perturbagen_web_02706.tsv
frentizole	perturbagen_web_02707.tsv
frovatriptan	perturbagen_web_02709.tsv
ft011	perturbagen_web_02711.tsv
ftorafur	perturbagen_web_02713.tsv
fucoxanthin	perturbagen_web_02714.tsv
fudosteine	perturbagen_web_02715.tsv
fulvestrant	perturbagen_web_02716.tsv
fumagillin	perturbagen_web_02717.tsv
furaltadone	perturbagen_web_02721.tsv
furamidine	perturbagen_web_02722.tsv
furazolidone	perturbagen_web_02723.tsv
furegrelate	perturbagen_web_02724.tsv
furosemide	perturbagen_web_02725.tsv
fursultiamine	perturbagen_web_02726.tsv
futibatinib	perturbagen_web_02729.tsv
g-1	perturbagen_web_02730.tsv
g-15	perturbagen_web_02731.tsv
g007-lk	perturbagen_web_02734.tsv
gabapentin	perturbagen_web_02736.tsv
gabazine	perturbagen_web_02738.tsv
gabexate	perturbagen_web_02739.tsv
gaboxadol	perturbagen_web_02740.tsv
gadobutrol	perturbagen_web_02741.tsv
gadodiamide	perturbagen_web_02742.tsv
gadoteridol	perturbagen_web_02745.tsv
galantamine	perturbagen_web_02747.tsv
gallopamil	perturbagen_web_02753.tsv
gamithromycin	perturbagen_web_02755.tsv
gamma-aminobutyric-acid	perturbagen_web_02756.tsv
ganaxolone	perturbagen_web_02758.tsv
ganciclovir	perturbagen_web_02759.tsv
ganetespib	perturbagen_web_02760.tsv
garenoxacin	perturbagen_web_02764.tsv
gastrodin	perturbagen_web_02765.tsv
gatifloxacin	perturbagen_web_02766.tsv
gavestinel	perturbagen_web_02767.tsv
gbr-12783	perturbagen_web_02768.tsv
gbr-12935	perturbagen_web_02769.tsv
gdc-0068	perturbagen_web_02771.tsv
gdc-0084	perturbagen_web_02773.tsv
gdc-0152	perturbagen_web_02774.tsv
gdc-0349	perturbagen_web_02775.tsv
gdc-0575	perturbagen_web_02776.tsv
gdc-0810	perturbagen_web_02778.tsv
gdc-0834	perturbagen_web_02779.tsv
gdc-0879	perturbagen_web_02780.tsv
gdc-0941	perturbagen_web_02782.tsv
gdc-0980	perturbagen_web_02783.tsv
gdc-0994	perturbagen_web_02784.tsv
gedunin	perturbagen_web_02785.tsv
gefapixant	perturbagen_web_02786.tsv
gefitinib	perturbagen_web_02787.tsv
geldanamycin	perturbagen_web_02788.tsv
gemcadiol	perturbagen_web_02789.tsv
gemcitabine	perturbagen_web_02790.tsv
gemfibrozil	perturbagen_web_02792.tsv
gemifloxacin	perturbagen_web_02793.tsv
gemigliptin	perturbagen_web_02794.tsv
genipin	perturbagen_web_02795.tsv
geniposide	perturbagen_web_02796.tsv
genistein	perturbagen_web_02798.tsv
gentamycin	perturbagen_web_02799.tsv
gentiopicrin	perturbagen_web_02800.tsv
genz-644282	perturbagen_web_02802.tsv
gepon	perturbagen_web_02804.tsv
gestodene	perturbagen_web_02807.tsv
gestrinone	perturbagen_web_02808.tsv
gf109203x	perturbagen_web_02809.tsv
ggstop	perturbagen_web_02810.tsv
ggti-298	perturbagen_web_02811.tsv
gilteritinib	perturbagen_web_02812.tsv
gimeracil	perturbagen_web_02813.tsv
ginsenoside-rd	perturbagen_web_02817.tsv
ginsenoside-re	perturbagen_web_02818.tsv
givinostat	perturbagen_web_02820.tsv
gk921	perturbagen_web_02821.tsv
gkt137831	perturbagen_web_02823.tsv
glafenine	perturbagen_web_02824.tsv
glasdegib	perturbagen_web_02825.tsv
glecaprevir	perturbagen_web_02826.tsv
gliclazide	perturbagen_web_02828.tsv
glimepiride	perturbagen_web_02829.tsv
glipizide	perturbagen_web_02830.tsv
gliquidone	perturbagen_web_02831.tsv
glpg1837	perturbagen_web_02836.tsv
gluconolactone	perturbagen_web_02838.tsv
glucosamine	perturbagen_web_02839.tsv
glutathione	perturbagen_web_02840.tsv
gly-gln	perturbagen_web_02842.tsv
glyburide	perturbagen_web_02843.tsv
glycitein	perturbagen_web_02846.tsv
glycopyrrolate	perturbagen_web_02847.tsv
gmx1778	perturbagen_web_02849.tsv
gnf-2	perturbagen_web_02851.tsv
gnf-5837	perturbagen_web_02853.tsv
gnf-7	perturbagen_web_02854.tsv
gnti	perturbagen_web_02855.tsv
go-6983	perturbagen_web_02856.tsv
gonadorelin	perturbagen_web_02859.tsv
gossypol	perturbagen_web_02861.tsv
gpi-1046	perturbagen_web_02865.tsv
gr-113808	perturbagen_web_02870.tsv
gr-127935	perturbagen_web_02871.tsv
gr46611	perturbagen_web_02878.tsv
gramicidin	perturbagen_web_02879.tsv
gramine	perturbagen_web_02880.tsv
granisetron	perturbagen_web_02881.tsv
grapiprant	perturbagen_web_02882.tsv
grazoprevir	perturbagen_web_02883.tsv
griseofulvin	perturbagen_web_02884.tsv
gs-6201	perturbagen_web_02887.tsv
gs-9620	perturbagen_web_02888.tsv
gs-967	perturbagen_web_02889.tsv
gsk-j1	perturbagen_web_02892.tsv
gsk-j4	perturbagen_web_02894.tsv
gsk0660	perturbagen_web_02897.tsv
gsk1059615	perturbagen_web_02898.tsv
gsk1838705a	perturbagen_web_02903.tsv
gsk189254	perturbagen_web_02904.tsv
gsk1904529a	perturbagen_web_02905.tsv
gsk2126458	perturbagen_web_02907.tsv
gsk2190915	perturbagen_web_02908.tsv
gsk2193874	perturbagen_web_02909.tsv
gsk2256294a	perturbagen_web_02913.tsv
gsk2330672	perturbagen_web_02914.tsv
gsk239512	perturbagen_web_02916.tsv
gsk256066	perturbagen_web_02917.tsv
gsk2606414	perturbagen_web_02919.tsv
gsk2656157	perturbagen_web_02921.tsv
gsk2837808a	perturbagen_web_02926.tsv
gsk2879552	perturbagen_web_02928.tsv
gsk3787	perturbagen_web_02938.tsv
gsk461364	perturbagen_web_02940.tsv
gsk650394	perturbagen_web_02942.tsv
gsk690693	perturbagen_web_02944.tsv
guadecitabine	perturbagen_web_02950.tsv
guaiacol	perturbagen_web_02951.tsv
guaifenesin	perturbagen_web_02952.tsv
guanadrel	perturbagen_web_02954.tsv
guanethidine	perturbagen_web_02956.tsv
guanfacine	perturbagen_web_02957.tsv
guanidine	perturbagen_web_02958.tsv
guanosine	perturbagen_web_02961.tsv
guvacine	perturbagen_web_02963.tsv
gw-501516	perturbagen_web_02974.tsv
gw-9508	perturbagen_web_02985.tsv
gw-9662	perturbagen_web_02986.tsv
gw274150	perturbagen_web_02987.tsv
gyki-52466	perturbagen_web_02988.tsv
gzd824	perturbagen_web_02990.tsv
h-89	perturbagen_web_02992.tsv
ha-1004	perturbagen_web_02994.tsv
ha14-1	perturbagen_web_02998.tsv
halcinonide	perturbagen_web_03000.tsv
halofantrine	perturbagen_web_03002.tsv
halofuginone	perturbagen_web_03003.tsv
halopemide	perturbagen_web_03004.tsv
haloperidol	perturbagen_web_03005.tsv
haloperidol-decanoate	perturbagen_web_03006.tsv
haloprogin	perturbagen_web_03007.tsv
halothane	perturbagen_web_03008.tsv
harmane	perturbagen_web_03009.tsv
harringtonine	perturbagen_web_03010.tsv
hbed	perturbagen_web_03011.tsv
hc-030031	perturbagen_web_03012.tsv
hc-067047	perturbagen_web_03013.tsv
hematoporphyrin	perturbagen_web_03017.tsv
hematoxylin	perturbagen_web_03018.tsv
hemin	perturbagen_web_03019.tsv
hepsulfam	perturbagen_web_03021.tsv
heptaminol	perturbagen_web_03022.tsv
hesperadin	perturbagen_web_03024.tsv
hesperetin	perturbagen_web_03025.tsv
hesperidin	perturbagen_web_03026.tsv
hetacillin	perturbagen_web_03027.tsv
hexachlorophene	perturbagen_web_03028.tsv
hexamethonium	perturbagen_web_03029.tsv
hexamethylenebisacetamide	perturbagen_web_03030.tsv
hexaminolevulinate	perturbagen_web_03031.tsv
hexestrol	perturbagen_web_03033.tsv
hexetidine	perturbagen_web_03034.tsv
hexoprenaline	perturbagen_web_03036.tsv
hexylresorcinol	perturbagen_web_03039.tsv
higenamine	perturbagen_web_03040.tsv
histamine	perturbagen_web_03042.tsv
hlcl-61	perturbagen_web_03045.tsv
hmn-214	perturbagen_web_03047.tsv
homatropine	perturbagen_web_03049.tsv
homidium	perturbagen_web_03051.tsv
homochlorcyclizine	perturbagen_web_03052.tsv
homoharringtonine	perturbagen_web_03053.tsv
homosalate	perturbagen_web_03055.tsv
honokiol	perturbagen_web_03057.tsv
hordenine	perturbagen_web_03058.tsv
hp-228	perturbagen_web_03059.tsv
hpph	perturbagen_web_03061.tsv
hthq	perturbagen_web_03066.tsv
htmt	perturbagen_web_03067.tsv
huperzine-a	perturbagen_web_03068.tsv
hyaluronic-acid	perturbagen_web_03069.tsv
hycanthone	perturbagen_web_03070.tsv
hydralazine	perturbagen_web_03071.tsv
hydrastinine	perturbagen_web_03073.tsv
hydrochlorothiazide	perturbagen_web_03074.tsv
hydrocortisone	perturbagen_web_03075.tsv
hydrocortisone-acetate	perturbagen_web_03076.tsv
hydroflumethiazide	perturbagen_web_03081.tsv
hydroquinidine	perturbagen_web_03082.tsv
hydroquinone	perturbagen_web_03083.tsv
hydroxocobalamin	perturbagen_web_03084.tsv
hydroxyamphetamine	perturbagen_web_03085.tsv
hydroxychloroquine	perturbagen_web_03086.tsv
hydroxyfasudil	perturbagen_web_03087.tsv
hydroxyprogesterone	perturbagen_web_03088.tsv
hydroxypropyl-beta-cyclodextrin	perturbagen_web_03090.tsv
hydroxystilbamidine	perturbagen_web_03092.tsv
hydroxyurea	perturbagen_web_03095.tsv
hydroxyzine	perturbagen_web_03096.tsv
hyoscyamine	perturbagen_web_03100.tsv
hypericin	perturbagen_web_03101.tsv
hyperin	perturbagen_web_03102.tsv
hypoestoxide	perturbagen_web_03103.tsv
hypoxanthine	perturbagen_web_03104.tsv
i-bet-762	perturbagen_web_03105.tsv
i-bet151	perturbagen_web_03106.tsv
ib-meca	perturbagen_web_03112.tsv
ibandronate	perturbagen_web_03113.tsv
ibmx	perturbagen_web_03117.tsv
ibrolipim	perturbagen_web_03119.tsv
ibrutinib	perturbagen_web_03120.tsv
ibudilast	perturbagen_web_03121.tsv
ibuprofen	perturbagen_web_03122.tsv
ibutilide	perturbagen_web_03128.tsv
ica-069673	perturbagen_web_03130.tsv
icariin	perturbagen_web_03133.tsv
icaritin	perturbagen_web_03134.tsv
icg-001	perturbagen_web_03136.tsv
ici-118551	perturbagen_web_03137.tsv
ici-89406	perturbagen_web_03145.tsv
icilin	perturbagen_web_03146.tsv
iclaprim	perturbagen_web_03147.tsv
icotinib	perturbagen_web_03150.tsv
id-8	perturbagen_web_03153.tsv
idalopirdine	perturbagen_web_03154.tsv
idarubicin	perturbagen_web_03155.tsv
idasanutlin	perturbagen_web_03156.tsv
idazoxan	perturbagen_web_03157.tsv
idebenone	perturbagen_web_03158.tsv
idelalisib	perturbagen_web_03159.tsv
idf-11774	perturbagen_web_03160.tsv
idoxuridine	perturbagen_web_03163.tsv
idronoxil	perturbagen_web_03166.tsv
iem1460	perturbagen_web_03167.tsv
ifenprodil	perturbagen_web_03169.tsv
ifosfamide	perturbagen_web_03170.tsv
igmesine	perturbagen_web_03171.tsv
iguratimod	perturbagen_web_03172.tsv
ilaprazole	perturbagen_web_03176.tsv
ilomastat	perturbagen_web_03178.tsv
iloperidone	perturbagen_web_03179.tsv
iloprost	perturbagen_web_03180.tsv
imatinib	perturbagen_web_03181.tsv
imazodan	perturbagen_web_03182.tsv
imeglimin	perturbagen_web_03183.tsv
imetit	perturbagen_web_03184.tsv
imexon	perturbagen_web_03185.tsv
imidacloprid	perturbagen_web_03186.tsv
imidafenacin	perturbagen_web_03187.tsv
imidapril	perturbagen_web_03188.tsv
imidazoacridinone	perturbagen_web_03189.tsv
imipenem	perturbagen_web_03192.tsv
imipramine	perturbagen_web_03193.tsv
imiquimod	perturbagen_web_03194.tsv
immepip	perturbagen_web_03197.tsv
impentamine	perturbagen_web_03199.tsv
imreg-1	perturbagen_web_03200.tsv
inca-6	perturbagen_web_03204.tsv
indacaterol	perturbagen_web_03209.tsv
indalpine	perturbagen_web_03210.tsv
indapamide	perturbagen_web_03211.tsv
indatraline	perturbagen_web_03212.tsv
indeloxazine	perturbagen_web_03214.tsv
indibulin	perturbagen_web_03215.tsv
indinavir	perturbagen_web_03216.tsv
indiplon	perturbagen_web_03217.tsv
indirubin	perturbagen_web_03218.tsv
indirubin-3-monoxime	perturbagen_web_03219.tsv
indisulam	perturbagen_web_03220.tsv
indobufen	perturbagen_web_03223.tsv
indocyanine-green	perturbagen_web_03224.tsv
indole-3-carbinol	perturbagen_web_03225.tsv
indomethacin	perturbagen_web_03227.tsv
indoprofen	perturbagen_web_03228.tsv
indoramin	perturbagen_web_03229.tsv
indoximod	perturbagen_web_03230.tsv
ingenol	perturbagen_web_03231.tsv
inh1	perturbagen_web_03233.tsv
iniparib	perturbagen_web_03235.tsv
inosine	perturbagen_web_03236.tsv
inositol	perturbagen_web_03237.tsv
int-747	perturbagen_web_03240.tsv
int-767	perturbagen_web_03241.tsv
iodipamide	perturbagen_web_03246.tsv
iodixanol	perturbagen_web_03247.tsv
iodoantipyrine	perturbagen_web_03248.tsv
iodoquinol	perturbagen_web_03251.tsv
iohexol	perturbagen_web_03252.tsv
iopamidol	perturbagen_web_03253.tsv
iopromide	perturbagen_web_03256.tsv
ioversol	perturbagen_web_03258.tsv
iox1	perturbagen_web_03260.tsv
iox2	perturbagen_web_03261.tsv
ioxilan	perturbagen_web_03263.tsv
ipa-3	perturbagen_web_03264.tsv
ipidacrine	perturbagen_web_03267.tsv
ipratropium	perturbagen_web_03269.tsv
ipriflavone	perturbagen_web_03270.tsv
